-2.0000	-2.0000	0.0500	0.0539
-2.0000	-1.9000	0.0500	0.0566
-2.0000	-1.8000	0.0500	0.0558
-2.0000	-1.7000	0.0500	0.0614
-2.0000	-1.6000	0.0500	0.0729
-2.0000	-1.5000	0.0500	0.0801
-2.0000	-1.4000	0.0500	0.0882
-2.0000	-1.3000	0.0500	0.0992
-2.0000	-1.2000	0.0500	0.1117
-2.0000	-1.1000	0.0500	0.1246
-2.0000	-1.0000	0.0500	0.1381
-2.0000	-0.9000	0.0500	0.1530
-2.0000	-0.8000	0.0500	0.1656
-2.0000	-0.7000	0.0500	0.1787
-2.0000	-0.6000	0.0500	0.1973
-2.0000	-0.5000	0.0500	0.2145
-2.0000	-0.4000	0.0500	0.2286
-2.0000	-0.3000	0.0500	0.2413
-2.0000	-0.2000	0.0500	0.2516
-2.0000	-0.1000	0.0500	0.2585
-2.0000	-0.0000	0.0500	0.2612
-2.0000	0.1000	0.0500	0.2593
-2.0000	0.2000	0.0500	0.2535
-2.0000	0.3000	0.0500	0.2460
-2.0000	0.4000	0.0500	0.2332
-2.0000	0.5000	0.0500	0.2161
-2.0000	0.6000	0.0500	0.1998
-2.0000	0.7000	0.0500	0.1837
-2.0000	0.8000	0.0500	0.1682
-2.0000	0.9000	0.0500	0.1534
-2.0000	1.0000	0.0500	0.1396
-2.0000	1.1000	0.0500	0.1269
-2.0000	1.2000	0.0500	0.1153
-2.0000	1.3000	0.0500	0.1047
-2.0000	1.4000	0.0500	0.0949
-2.0000	1.5000	0.0500	0.0865
-2.0000	1.6000	0.0500	0.0792
-2.0000	1.7000	0.0500	0.0725
-2.0000	1.8000	0.0500	0.0664
-2.0000	1.9000	0.0500	0.0610
-1.9000	-2.0000	0.0500	0.0576
-1.9000	-1.9000	0.0500	0.0615
-1.9000	-1.8000	0.0500	0.0636
-1.9000	-1.7000	0.0500	0.0693
-1.9000	-1.6000	0.0500	0.0776
-1.9000	-1.5000	0.0500	0.0793
-1.9000	-1.4000	0.0500	0.0870
-1.9000	-1.3000	0.0500	0.1050
-1.9000	-1.2000	0.0500	0.1219
-1.9000	-1.1000	0.0500	0.1377
-1.9000	-1.0000	0.0500	0.1535
-1.9000	-0.9000	0.0500	0.1690
-1.9000	-0.8000	0.0500	0.1759
-1.9000	-0.7000	0.0500	0.1913
-1.9000	-0.6000	0.0500	0.2227
-1.9000	-0.5000	0.0500	0.2489
-1.9000	-0.4000	0.0500	0.2693
-1.9000	-0.3000	0.0500	0.2870
-1.9000	-0.2000	0.0500	0.3013
-1.9000	-0.1000	0.0500	0.3116
-1.9000	-0.0000	0.0500	0.3156
-1.9000	0.1000	0.0500	0.3121
-1.9000	0.2000	0.0500	0.3031
-1.9000	0.3000	0.0500	0.2905
-1.9000	0.4000	0.0500	0.2732
-1.9000	0.5000	0.0500	0.2523
-1.9000	0.6000	0.0500	0.2315
-1.9000	0.7000	0.0500	0.2110
-1.9000	0.8000	0.0500	0.1915
-1.9000	0.9000	0.0500	0.1731
-1.9000	1.0000	0.0500	0.1560
-1.9000	1.1000	0.0500	0.1406
-1.9000	1.2000	0.0500	0.1267
-1.9000	1.3000	0.0500	0.1142
-1.9000	1.4000	0.0500	0.1016
-1.9000	1.5000	0.0500	0.0919
-1.9000	1.6000	0.0500	0.0850
-1.9000	1.7000	0.0500	0.0777
-1.9000	1.8000	0.0500	0.0710
-1.9000	1.9000	0.0500	0.0650
-1.8000	-2.0000	0.0500	0.0614
-1.8000	-1.9000	0.0500	0.0665
-1.8000	-1.8000	0.0500	0.0716
-1.8000	-1.7000	0.0500	0.0775
-1.8000	-1.6000	0.0500	0.0835
-1.8000	-1.5000	0.0500	0.0851
-1.8000	-1.4000	0.0500	0.0946
-1.8000	-1.3000	0.0500	0.1152
-1.8000	-1.2000	0.0500	0.1343
-1.8000	-1.1000	0.0500	0.1526
-1.8000	-1.0000	0.0500	0.1713
-1.8000	-0.9000	0.0500	0.1895
-1.8000	-0.8000	0.0500	0.2007
-1.8000	-0.7000	0.0500	0.2219
-1.8000	-0.6000	0.0500	0.2586
-1.8000	-0.5000	0.0500	0.2913
-1.8000	-0.4000	0.0500	0.3189
-1.8000	-0.3000	0.0500	0.3431
-1.8000	-0.2000	0.0500	0.3628
-1.8000	-0.1000	0.0500	0.3767
-1.8000	-0.0000	0.0500	0.3820
-1.8000	0.1000	0.0500	0.3773
-1.8000	0.2000	0.0500	0.3645
-1.8000	0.3000	0.0500	0.3455
-1.8000	0.4000	0.0500	0.3219
-1.8000	0.5000	0.0500	0.2955
-1.8000	0.6000	0.0500	0.2686
-1.8000	0.7000	0.0500	0.2425
-1.8000	0.8000	0.0500	0.2184
-1.8000	0.9000	0.0500	0.1953
-1.8000	1.0000	0.0500	0.1736
-1.8000	1.1000	0.0500	0.1548
-1.8000	1.2000	0.0500	0.1388
-1.8000	1.3000	0.0500	0.1245
-1.8000	1.4000	0.0500	0.1104
-1.8000	1.5000	0.0500	0.0992
-1.8000	1.6000	0.0500	0.0912
-1.8000	1.7000	0.0500	0.0832
-1.8000	1.8000	0.0500	0.0758
-1.8000	1.9000	0.0500	0.0691
-1.7000	-2.0000	0.0500	0.0652
-1.7000	-1.9000	0.0500	0.0711
-1.7000	-1.8000	0.0500	0.0774
-1.7000	-1.7000	0.0500	0.0843
-1.7000	-1.6000	0.0500	0.0921
-1.7000	-1.5000	0.0500	0.1006
-1.7000	-1.4000	0.0500	0.1130
-1.7000	-1.3000	0.0500	0.1302
-1.7000	-1.2000	0.0500	0.1491
-1.7000	-1.1000	0.0500	0.1694
-1.7000	-1.0000	0.0500	0.1916
